accuracy
0.9351999878883361
0.9556000113487244
0.9641999840736389
0.9680000066757202
0.9708000063896179
0.9735999941825867
0.9723999857902527
0.976800000667572
0.9770000100135803
0.975
0.9787999868392945
0.9787999987602234
0.9791999816894531
0.979799997806549
0.9791999936103821
0.978600001335144
0.9802000045776367
0.9799999952316284
0.9800000071525574
0.9805999994277954
